Timestamp,nose.x,nose.y,nose.c,neck.x,neck.y,neck.c,r_sho.x,r_sho.y,r_sho.c,r_elb.x,r_elb.y,r_elb.c,r_wri.x,r_wri.y,r_wri.c,l_sho.x,l_sho.y,l_sho.c,l_elb.x,l_elb.y,l_elb.c,l_wri.x,l_wri.y,l_wri.c,r_hip.x,r_hip.y,r_hip.c,r_knee.x,r_knee.y,r_knee.c,r_ank.x,r_ank.y,r_ank.c,l_hip.x,l_hip.y,l_hip.c,l_knee.x,l_knee.y,l_knee.c,l_ank.x,l_ank.y,l_ank.c,r_eye.x,r_eye.y,r_eye.c,l_eye.x,l_eye.y,l_eye.c,r_ear.x,r_ear.y,r_ear.c,l_ear.x,l_ear.y,l_ear.c
1.70107873697269E+018,0.581367909908295,0.247916668653488,0.475662104288737,0.663915097713471,0.358333319425583,0.475662104288737,0.668632090091705,0.345833331346512,0.475662104288737,-1,-1,0,-1,-1,0,0.656839609146118,0.366666674613953,0.475662104288737,0.6875,0.670833349227905,0.475662104288737,0.54834908246994,0.739583313465118,0.475662104288737,0.660377383232117,0.912500023841858,0.475662104288737,-1,-1,0,-1,-1,0,0.641509413719177,0.927083313465118,0.475662104288737,-1,-1,0,-1,-1,0,0.595518887042999,0.202083334326744,0.475662104288737,0.568396210670471,0.220833331346512,0.475662104288737,0.643867909908295,0.200000002980232,0.475662104288737,-1,-1,0
1.70107873699266E+018,0.582547187805176,0.247916668653488,0.490978781382243,0.662735819816589,0.360416680574417,0.490978781382243,0.656839609146118,0.349999994039536,0.490978781382243,-1,-1,0,-1,-1,0,0.661556601524353,0.370833337306976,0.490978781382243,0.693396210670471,0.670833349227905,0.490978781382243,0.5625,0.731249988079071,0.490978781382243,0.654481112957001,0.910416662693024,0.490978781382243,-1,-1,0,-1,-1,0,0.645047187805176,0.908333361148834,0.490978781382243,-1,-1,0,-1,-1,0,0.597877383232117,0.202083334326744,0.490978781382243,0.569575488567352,0.222916662693024,0.490978781382243,0.64858490228653,0.200000002980232,0.490978781382243,-1,-1,0
1.7010787370105E+018,0.583726406097412,0.247916668653488,0.500258827209473,0.661556601524353,0.362500011920929,0.500258827209473,0.649764180183411,0.354166656732559,0.500258827209473,-1,-1,0,-1,-1,0,0.666273593902588,0.370833337306976,0.500258827209473,0.698113203048706,0.670833349227905,0.500258827209473,0.57665091753006,0.722916662693024,0.500258827209473,0.607311308383942,0.914583325386047,0.500258827209473,-1,-1,0,-1,-1,0,0.646226406097412,0.90625,0.500258827209473,-1,-1,0,-1,-1,0,0.600235819816589,0.202083334326744,0.500258827209473,0.570754706859589,0.222916662693024,0.500258827209473,0.649764180183411,0.200000002980232,0.500258827209473,-1,-1,0
1.70107873705544E+018,0.58608490228653,0.247916668653488,0.51539831161499,0.660377383232117,0.364583343267441,0.51539831161499,0.645047187805176,0.360416680574417,0.51539831161499,-1,-1,0,-1,-1,0,0.670990586280823,0.372916668653488,0.51539831161499,0.702830195426941,0.666666686534882,0.51539831161499,0.589622616767883,0.714583337306976,0.51539831161499,0.591981112957001,0.916666686534882,0.51539831161499,-1,-1,0,-1,-1,0,0.649764180183411,0.908333361148834,0.51539831161499,-1,-1,0,-1,-1,0,0.601415097713471,0.202083334326744,0.51539831161499,0.570754706859589,0.222916662693024,0.51539831161499,0.650943398475647,0.200000002980232,0.51539831161499,-1,-1,0
1.70107873711828E+018,0.587264180183411,0.247916668653488,0.523900604248047,0.658018887042999,0.364583343267441,0.523900604248047,0.642688691616058,0.362500011920929,0.523900604248047,-1,-1,0,-1,-1,0,0.672169804573059,0.372916668653488,0.523900604248047,0.709905683994293,0.664583325386047,0.523900604248047,0.607311308383942,0.699999988079071,0.523900604248047,0.593160390853882,0.916666686534882,0.523900604248047,-1,-1,0,-1,-1,0,0.650943398475647,0.912500023841858,0.523900604248047,-1,-1,0,-1,-1,0,0.603773593902588,0.202083334326744,0.523900604248047,0.573113203048706,0.222916662693024,0.523900604248047,0.653301894664764,0.200000002980232,0.523900604248047,-1,-1,0
1.70107873712963E+018,0.588443398475647,0.247916668653488,0.581040954589844,0.656839609146118,0.368750005960465,0.581040954589844,0.63915091753006,0.368750005960465,0.581040954589844,0.616745293140411,0.65625,0.581040954589844,0.563679218292236,0.756250023841858,0.581040954589844,0.672169804573059,0.372916668653488,0.581040954589844,0.71108490228653,0.654166638851166,0.581040954589844,0.625,0.691666662693024,0.581040954589844,0.589622616767883,0.918749988079071,0.581040954589844,-1,-1,0,-1,-1,0,0.655660390853882,0.920833349227905,0.581040954589844,-1,-1,0,-1,-1,0,0.604952812194824,0.202083334326744,0.581040954589844,0.574292480945587,0.222916662693024,0.581040954589844,0.654481112957001,0.200000002980232,0.581040954589844,-1,-1,0
1.70107873714231E+018,0.590801894664764,0.247916668653488,0.583372116088867,0.655660390853882,0.370833337306976,0.583372116088867,0.637971699237824,0.370833337306976,0.583372116088867,0.616745293140411,0.652083337306976,0.583372116088867,0.561320781707764,0.747916638851166,0.583372116088867,0.675707519054413,0.372916668653488,0.583372116088867,0.719339609146118,0.649999976158142,0.583372116088867,0.63443398475647,0.677083313465118,0.583372116088867,0.58608490228653,0.918749988079071,0.583372116088867,-1,-1,0,-1,-1,0,0.658018887042999,0.920833349227905,0.583372116088867,-1,-1,0,-1,-1,0,0.606132090091705,0.204166665673256,0.583372116088867,0.575471699237824,0.222916662693024,0.583372116088867,0.654481112957001,0.204166665673256,0.583372116088867,-1,-1,0
1.70107873718278E+018,0.591981112957001,0.247916668653488,0.570495096842448,0.654481112957001,0.372916668653488,0.570495096842448,0.632075488567352,0.381249994039536,0.570495096842448,0.614386796951294,0.652083337306976,0.570495096842448,0.557783007621765,0.747916638851166,0.570495096842448,0.675707519054413,0.372916668653488,0.570495096842448,0.722877383232117,0.643750011920929,0.570495096842448,0.636792480945587,0.666666686534882,0.570495096842448,0.587264180183411,0.918749988079071,0.570495096842448,-1,-1,0,-1,-1,0,0.659198105335236,0.916666686534882,0.570495096842448,-1,-1,0,-1,-1,0,0.608490586280823,0.206249997019768,0.570495096842448,0.575471699237824,0.222916662693024,0.570495096842448,0.654481112957001,0.206249997019768,0.570495096842448,-1,-1,0
1.7010787372162E+018,0.593160390853882,0.247916668653488,0.57666867574056,0.653301894664764,0.372916668653488,0.57666867574056,0.630896210670471,0.381249994039536,0.57666867574056,0.614386796951294,0.654166638851166,0.57666867574056,0.555424511432648,0.747916638851166,0.57666867574056,0.675707519054413,0.372916668653488,0.57666867574056,0.727594316005707,0.641666650772095,0.57666867574056,0.643867909908295,0.645833313465118,0.57666867574056,0.590801894664764,0.916666686534882,0.57666867574056,-1,-1,0,-1,-1,0,0.658018887042999,0.910416662693024,0.57666867574056,-1,-1,0,-1,-1,0,0.609669804573059,0.20833332836628,0.57666867574056,0.577830195426941,0.222916662693024,0.57666867574056,0.656839609146118,0.20833332836628,0.57666867574056,-1,-1,0
1.70107873725302E+018,0.595518887042999,0.247916668653488,0.606619644165039,0.649764180183411,0.377083331346512,0.606619644165039,0.627358496189117,0.389583319425583,0.606619644165039,0.613207519054413,0.639583349227905,0.606619644165039,0.554245293140411,0.747916638851166,0.606619644165039,0.675707519054413,0.372916668653488,0.606619644165039,0.729952812194824,0.625,0.606619644165039,0.652122616767883,0.635416686534882,0.606619644165039,0.589622616767883,0.916666686534882,0.606619644165039,-1,-1,0,-1,-1,0,0.659198105335236,0.914583325386047,0.606619644165039,-1,-1,0,-1,-1,0,0.61084908246994,0.20833332836628,0.606619644165039,0.579009413719177,0.222916662693024,0.606619644165039,0.658018887042999,0.20833332836628,0.606619644165039,-1,-1,0
1.70107873729962E+018,0.596698105335236,0.247916668653488,0.577014859517415,0.64858490228653,0.377083331346512,0.577014859517415,0.622641503810883,0.400000005960465,0.577014859517415,0.613207519054413,0.631250023841858,0.577014859517415,0.554245293140411,0.747916638851166,0.577014859517415,0.676886796951294,0.370833337306976,0.577014859517415,0.727594316005707,0.595833361148834,0.577014859517415,0.709905683994293,0.637499988079071,0.577014859517415,0.589622616767883,0.918749988079071,0.577014859517415,-1,-1,0,-1,-1,0,0.658018887042999,0.912500023841858,0.577014859517415,-1,-1,0,-1,-1,0,0.61084908246994,0.20833332836628,0.577014859517415,0.580188691616058,0.222916662693024,0.577014859517415,0.659198105335236,0.20833332836628,0.577014859517415,-1,-1,0
1.70107873735651E+018,0.597877383232117,0.247916668653488,0.602585665384928,0.647405683994293,0.379166662693024,0.602585665384928,0.621462285518646,0.397916674613953,0.602585665384928,0.612028300762177,0.627083361148834,0.602585665384928,0.554245293140411,0.745833337306976,0.602585665384928,0.676886796951294,0.368750005960465,0.602585665384928,0.728773593902588,0.587499976158142,0.602585665384928,0.70165091753006,0.608333349227905,0.602585665384928,0.587264180183411,0.912500023841858,0.602585665384928,-1,-1,0,-1,-1,0,0.654481112957001,0.910416662693024,0.602585665384928,-1,-1,0,-1,-1,0,0.613207519054413,0.20833332836628,0.602585665384928,0.580188691616058,0.222916662693024,0.602585665384928,0.659198105335236,0.20833332836628,0.602585665384928,-1,-1,0
1.70107873741856E+018,0.597877383232117,0.247916668653488,0.582642428080241,0.647405683994293,0.379166662693024,0.582642428080241,0.620283007621765,0.397916674613953,0.582642428080241,0.612028300762177,0.625,0.582642428080241,0.554245293140411,0.743749976158142,0.582642428080241,0.676886796951294,0.366666674613953,0.582642428080241,0.727594316005707,0.568750023841858,0.582642428080241,0.714622616767883,0.591666638851166,0.582642428080241,0.58608490228653,0.908333361148834,0.582642428080241,-1,-1,0,-1,-1,0,0.653301894664764,0.902083337306976,0.582642428080241,-1,-1,0,-1,-1,0,0.614386796951294,0.20833332836628,0.582642428080241,0.580188691616058,0.222916662693024,0.582642428080241,0.659198105335236,0.212500005960464,0.582642428080241,-1,-1,0
1.70107873745503E+018,0.597877383232117,0.247916668653488,0.564470926920573,0.64858490228653,0.377083331346512,0.564470926920573,0.621462285518646,0.397916674613953,0.564470926920573,0.612028300762177,0.625,0.564470926920573,0.554245293140411,0.741666674613953,0.564470926920573,0.676886796951294,0.366666674613953,0.564470926920573,0.728773593902588,0.577083349227905,0.564470926920573,-1,-1,0,0.584905683994293,0.90625,0.564470926920573,-1,-1,0,-1,-1,0,0.649764180183411,0.899999976158142,0.564470926920573,-1,-1,0,-1,-1,0,0.613207519054413,0.20833332836628,0.564470926920573,0.580188691616058,0.222916662693024,0.564470926920573,0.659198105335236,0.214583337306976,0.564470926920573,-1,-1,0
