Timestamp,nose.x,nose.y,nose.z,neck.x,neck.y,neck.z,r_sho.x,r_sho.y,r_sho.z,r_elb.x,r_elb.y,r_elb.z,r_wri.x,r_wri.y,r_wri.z,l_sho.x,l_sho.y,l_sho.z,l_elb.x,l_elb.y,l_elb.z,l_wri.x,l_wri.y,l_wri.z,r_hip.x,r_hip.y,r_hip.z,r_knee.x,r_knee.y,r_knee.z,r_ank.x,r_ank.y,r_ank.z,l_hip.x,l_hip.y,l_hip.z,l_knee.x,l_knee.y,l_knee.z,l_ank.x,l_ank.y,l_ank.z,r_eye.x,r_eye.y,r_eye.z,l_eye.x,l_eye.y,l_eye.z,r_ear.x,r_ear.y,r_ear.z,l_ear.x,l_ear.y,l_ear.z
1.70107873793692E+018,-1.92676425258503,0.0658538321810154,0.234884894917997,-1.75463841480371,0.012846222104585,0.0257506923475117,-1.89663268970438,-0.11012790899157,0.018484177540615,-1.80865893248026,-0.0934242698442223,-0.254189615395763,-1.76680173596435,0.0130610909897027,-0.451236515456863,0,0,0,-1.91841726572147,0.245914769406127,-0.134719063579269,-1.79548855103843,0.118187954641165,0.0318006511358657,-1.78844934948759,0.018815733212683,-0.443047674000965,-1.74970227887462,0.0645658301935104,-0.69476013267041,0,0,0,-1.98271696377336,0.168258518810646,-0.464947570595371,0,0,0,0,0,0,-1.89001929283268,0.025588867927115,0.258891447205308,0,0,0,-1.93748157969134,-0.0490897997202957,0.253225073149746,0,0,0
1.70107873794736E+018,-1.92894707680475,0.0647989695443059,0.227268069291643,-1.74205544887815,0.0129070173284206,0.0256756292802876,-1.89297379788968,-0.109575747735942,0.0190827790015569,-1.80622136339781,-0.094613441768491,-0.252442510058806,-1.77048705325507,0.0117341585083108,-0.450585883186847,-5.52491742097436,0.359334695696742,0.155752316790988,-1.91015795182031,0.245605168525252,-0.134383080805,-1.77370300776843,0.128801956451891,0.0305576319953644,-1.78763479906542,0.0171846699041387,-0.439901025032235,-1.74707377038527,0.0645762792116189,-0.693716422018127,0,0,0,-1.97725484501493,0.167131155625261,-0.463666702527235,-1.95083279718935,0.145664269974633,-0.774623699904424,0,0,0,-1.88568237900381,0.0202990172515265,0.254558801631781,0,0,0,-1.93147438521589,-0.049754512475146,0.251469854707754,0,0,0
1.70107873800098E+018,-1.92889732191864,0.061524014814581,0.221405336072159,-1.80455133058356,0.0130547107152378,0.0304267015592083,-1.89526439648287,-0.111303324268118,0.0197194550497701,-1.80370399585232,-0.097141705852934,-0.251309139728058,-1.76452594033492,0.00900187042582035,-0.446116077797896,-3.83398157922477,0.254906298831251,0.107280277305703,-1.90542777798905,0.245414451724773,-0.133283157233882,-1.75183037264722,0.138333470015668,0.028172903288497,-1.78495113962993,0.0158385103431193,-0.436908410682733,-1.74651812594666,0.0644499019232194,-0.693495790423512,0,0,0,-1.96991931231756,0.165744303556698,-0.461946518472239,-1.93237879221377,0.144300731798126,-0.767296106461856,0,0,0,-1.88492072758024,0.0170147791449442,0.25052307187498,0,0,0,-1.93107816624607,-0.049974337941344,0.250959066987896,0,0,0
1.70107873802772E+018,-1.92879378194954,0.0579922347134394,0.215765944835518,-1.85884727155619,0.0110961977781426,0.0344072354580889,-1.89410153628674,-0.11433044933162,0.0201477943648247,-1.80874838170365,-0.097813644555222,-0.250145685901408,-1.76656514002806,0.00692992648625079,-0.444346968221723,-2.35036388621705,0.160139210525983,0.0670713325322332,-1.90029919521768,0.244872287330029,-0.131710227889688,-1.76030853197207,0.150853480253245,0.0219472048282094,-1.78475394269896,0.0148227550024957,-0.435150090648882,-1.74836194708584,0.0642851845581056,-0.694227922646647,0,0,0,-1.96406067656883,0.164630473661912,-0.460572667081358,-1.92390424482542,0.143527767391868,-0.763931089602153,0,0,0,-1.88513868059218,0.0153953474310926,0.246553159842605,0,0,0,-1.93305857977259,-0.0533053360888927,0.25115767650226,0,0,0
1.70107873806517E+018,-1.92645182070865,0.0556967710397327,0.212049950587865,-1.8918156596778,0.00918412334921026,0.038983236895167,-1.88880117266672,-0.118184024580296,0.0202707318161985,-1.80749654895564,-0.0994675847271225,-0.24885477495501,-1.76502999857669,0.00552047632466679,-0.442457325363968,-1.23455397559218,0.0871049001805382,0.0395161893990377,-1.90151620726638,0.244910244133823,-0.130483413275197,-1.77551778230082,0.159390360009393,0.0204916972165061,-1.78289184151711,0.0141111829184675,-0.433614280842477,-1.75194318273523,0.0641567631941893,-0.695649935857105,0,0,0,0,0,0,-1.89884011955502,0.141409367110338,-0.753978793598222,0,0,0,-1.88597207577206,0.0150591841207599,0.244332078650597,-1.912,0.0786795932767113,0.249898902170974,-1.9373205691592,-0.0557749696816448,0.251919743872463,0,0,0
1.7010787380867E+018,-1.92433796045836,0.0543069497091153,0.210267372270092,-1.91884461230097,0.00752301310053394,0.0406445589582183,-1.88428507417169,-0.121107143103593,0.0184491014245294,-1.80652550047427,-0.102183041079497,-0.248175006782997,-1.76738327363535,0.00473413595477312,-0.442233690549742,-0.60162316641663,0.045130092251604,0.02583604808183,-1.90581746616891,0.245205488015522,-0.12959324288031,-1.80199991995022,0.165130497841821,0.021575834072086,-1.78539038215123,0.0137458140377835,-0.433731505511553,-1.75021612749742,0.0638937080466153,-0.694964168260754,0,0,0,-1.95820841835189,0.163784780668761,-0.457423380864974,0,0,0,0,0,0,-1.88325041395518,0.015586860055091,0.242935292444781,-1.917,0.0788853453511797,0.250552403484182,-1.94285635809635,-0.059325005914876,0.252983516353488,0,0,0
1.70107873813358E+018,-1.92465853755732,0.0536116044171919,0.210240707879588,-1.93469126173488,0.00625927952196137,0.041375511915382,-1.87705792524892,-0.122859864441338,0.0168166790076232,-1.80600151210555,-0.104092723767609,-0.247934197744787,-1.76745194203957,0.00606636796643567,-0.441977687696799,-0.483125539091589,0.0383437722579494,0.0248810672416422,-1.91264219789775,0.24579546847297,-0.129193485379272,-1.82649455027138,0.167793131246484,0.0230172713521104,-1.78373132966681,0.0136251470724058,-0.433329824144195,-1.75038339247732,0.0638004138780097,-0.69503058472543,0,0,0,0,0,0,-1.89992529668805,0.141202985390569,-0.754409688509895,0,0,0,-1.88747880951991,0.0167173309436621,0.243329748253856,-1.984,0.0816424231490561,0.259309321081178,-1.9495487813856,-0.062032378482682,0.254232664249393,0,0,0
1.70107873815058E+018,-1.92328189465172,0.0533848116378657,0.210958955194801,-1.9428097391544,0.00552476666186896,0.039644859756228,-1.87944528958076,-0.124274617095505,0.0156580589361894,-1.80581575390701,-0.105288372876103,-0.247933490602364,-1.767457779284,0.00750344568918004,-0.443713044433004,-0.777189651601617,0.055650362103906,0.0334812981632977,-1.91627805815608,0.246041574846924,-0.12897649761506,0,0,0,-1.78437233922898,0.0137400299215658,-0.433833732608399,-1.75225215345083,0.0638488277863916,-0.695772619891969,0,0,0,-1.95231437506615,0.163159009312521,-0.454598330457223,0,0,0,0,0,0,-1.8888260261632,0.0179117389163563,0.243872300187387,-1.945,0.0800375569682027,0.25421201083815,-1.95236674968294,-0.0638326431349992,0.254933747239502,0,0,0
1.70107873817711E+018,-1.92244775958554,0.0536350405689845,0.212102223600059,-1.93854056356648,0.00531517489995526,0.0375882436005899,-1.8803561055164,-0.124738591360535,0.0149096400869122,-1.80379406965,-0.105777811091542,-0.249388876991812,-1.77663425541832,0.0105555757056754,-0.449343060325603,-1.24943794514067,0.085086833581558,0.0463464315050892,-1.92120325922585,0.246564413248958,-0.129154944981837,0,0,0,-1.78690909096207,0.0139983956753795,-0.434954823672015,-1.75149004276798,0.0638210578825857,-0.695470006055572,0,0,0,-1.95743283731352,0.163564641886891,-0.454672911634326,-1.90374874514029,0.141266633513457,-0.755927877967636,0,0,0,-1.88978000542988,0.0188692403208963,0.24463074026291,-1.945,0.0800375569682027,0.25421201083815,-1.95214360654106,-0.0647650046823571,0.25510228223542,0,0,0
1.70107873821121E+018,-1.92204395290852,0.0542772928429383,0.214956023586911,-1.91872816870796,0.00548201862698028,0.0353667305205874,-1.87799470856046,-0.124329237493161,0.0127810823485794,-1.80576408220747,-0.10605464222035,-0.251154980743483,-1.77140372153909,0.0113496824714607,-0.449156205835514,-1.62353196905994,0.109440575641624,0.0553177048103812,-1.92631869177282,0.247199286417583,-0.129477201454433,0,0,0,-1.78711543373888,0.0142648534847321,-0.437096672195295,-1.748934924514,0.0637279540989475,-0.694455436709362,0,0,0,-1.96251736065699,0.163989508694064,-0.45508973256802,0,0,0,0,0,0,-1.8926514977654,0.0195033464109671,0.245720773972412,-1.961,0.0806959636065015,0.256303215040418,-1.95300454249215,-0.0649709778250704,0.255258206644207,0,0,0
