Timestamp,nose.x,nose.y,nose.z,neck.x,neck.y,neck.z,r_sho.x,r_sho.y,r_sho.z,r_elb.x,r_elb.y,r_elb.z,r_wri.x,r_wri.y,r_wri.z,l_sho.x,l_sho.y,l_sho.z,l_elb.x,l_elb.y,l_elb.z,l_wri.x,l_wri.y,l_wri.z,r_hip.x,r_hip.y,r_hip.z,r_knee.x,r_knee.y,r_knee.z,r_ank.x,r_ank.y,r_ank.z,l_hip.x,l_hip.y,l_hip.z,l_knee.x,l_knee.y,l_knee.z,l_ank.x,l_ank.y,l_ank.z,r_eye.x,r_eye.y,r_eye.z,l_eye.x,l_eye.y,l_eye.z,r_ear.x,r_ear.y,r_ear.z,l_ear.x,l_ear.y,l_ear.z
1.70107873697224E+018,-1.374,0.406171834571163,0.26375262639925,-1.252,0.514651082696946,0.128238199152273,-1.29,0.53938971445631,0.14732746534092,0,0,0,0,0,0,-1.243,0.499236825077392,0.121459014495663,-1.158,0.51420875986758,-0.167872018622418,-1.074,0.266878308951713,-0.213895950534455,-1.243,0.505094169644248,-0.417416685655169,0,0,0,0,0,0,-1.238,0.470976607291916,-0.430322074236139,0,0,0,0,0,0,-1.36,0.376398538950709,0.2899042483361,-1.339,0.424219139202126,0.304356951506661,0,0,0,-1.352,0.51753151093087,0.310497364055567
1.70107873699261E+018,-1.357,0.401146418859584,0.260489311516581,-1.25,0.513828956366759,0.128033345798994,-1.273,0.511285984170168,0.139387228107,0,0,0,0,0,0,-1.232,0.503527064565485,0.114578646301118,-1.116,0.506076475212473,-0.161783396185335,-1.047,0.282370911129568,-0.201118066898824,-1.248,0.498304565315258,-0.416155302242906,0,0,0,0,0,0,-1.257,0.484128159051001,-0.419156422211004,0,0,0,0,0,0,-1.36,0.379602878697662,0.286699908589147,-1.326,0.420100506782688,0.301402029647373,0,0,0,-1.366,0.532545994658005,0.313712573446675
1.70107873701049E+018,-1.339,0.402135112401986,0.257034036934931,-1.25,0.510883791158163,0.125088180590398,-1.28,0.502034057930738,0.137137844445376,0,0,0,0,0,0,-1.234,0.513066879913118,0.114764650597061,-1.104,0.508438302420004,-0.16004378977474,-1.019,0.29402663397169,-0.188536855226507,-1.269,0.422971409751215,-0.429137778941335,0,0,0,0,0,0,-1.261,0.488639824558464,-0.417519170645504,0,0,0,0,0,0,-1.366,0.384496073820106,0.287964761127041,-1.326,0.426348969289247,0.301402029647373,0,0,0,-1.366,0.53576447119796,0.313712573446675
1.70107873705534E+018,-1.366,0.413462362679695,0.262216948807406,-1.25,0.507938625949566,0.122143015381801,-1.283,0.494141947543703,0.131413426128088,0,0,0,0,0,0,-1.243,0.522666203344819,0.115601669928806,-1.082,0.503405049735974,-0.151755841346194,-1,0.307393349750808,-0.177953051219198,-1.264,0.391523345143954,-0.427446928748501,0,0,0,0,0,0,-1.254,0.49183649112902,-0.418156048888304,0,0,0,0,0,0,-1.368,0.385059025611936,0.288386378639672,-1.328,0.426992029574751,0.301856633010341,0,0,0,-1.368,0.539772088217765,0.314171889073976
1.70107873711865E+018,-1.379,0.42064632304824,0.264712424894153,-1.252,0.505801450278155,0.122338444206412,-1.285,0.491884609131781,0.128590649646929,0,0,0,0,0,0,-1.254,0.530246157713453,0.116624693556495,-1.052,0.501840678785801,-0.147548193249719,-0.916,0.305312696085195,-0.154372126657348,-1.264,0.394501496202887,-0.427446928748501,0,0,0,0,0,0,-1.257,0.49597479158606,-0.422118080344768,0,0,0,0,0,0,-1.368,0.388282214416224,0.288386378639672,-1.333,0.438021852823853,0.302993141417759,0,0,0,-1.377,0.546567614370882,0.316238809396831
1.70107873712989E+018,-1.379,0.42064632304824,0.264712424894153,-1.248,0.501245018259521,0.119007133612927,-1.283,0.485073194833392,0.122344673417777,-0.944,0.325766342413277,-0.125728093805813,-0.873,0.235443940225514,-0.184149661057934,-1.254,0.530246157713453,0.116624693556495,-1.067,0.508996201772291,-0.139596045209724,-0.925,0.330106715861088,-0.149350616597228,-1.273,0.391311734232778,-0.433489815344037,0,0,0,0,0,0,-1.25,0.499103130323776,-0.428602878625758,0,0,0,0,0,0,-1.368,0.391505403220512,0.288386378639672,-1.333,0.438021852823853,0.302993141417759,0,0,0,-1.379,0.55061057337319,0.316698125024133
1.7010787371423E+018,-1.347,0.417232552143122,0.258569714526776,-1.254,0.500700260340812,0.116624693556495,-1.293,0.485807489089191,0.120251777327391,-0.895,0.308856860656655,-0.114984476764725,0,0,0,-1.252,0.535300225007458,0.116438689260551,-1.027,0.502013545818566,-0.131943081159075,-0.907,0.33650508885864,-0.135759274951521,-1.288,0.389853238017165,-0.438597707905043,0,0,0,0,0,0,-1.248,0.504185471203784,-0.427917114019957,0,0,0,0,0,0,-1.366,0.394151503439969,0.287964761127041,-1.339,0.443148305030818,0.301202090535213,0,0,0,-1.385,0.553006268398744,0.311549585803786
1.70107873718247E+018,-1.363,0.422188543853805,0.261641069710464,-1.25,0.499103130323776,0.116252684964608,-1.326,0.485709363101552,0.113948154450618,-0.857,0.293724179741649,-0.110102454287563,-1.429,0.371926839464552,-0.294697864589846,-1.248,0.533590000646412,0.116066680668665,-0.997,0.492047207561309,-0.123390725346878,-0.863,0.322214038515369,-0.121040010241927,-1.283,0.391362750160183,-0.436895077051375,0,0,0,0,0,0,-1.248,0.504185471203784,-0.422036208131431,0,0,0,0,0,0,-1.371,0.395594224902048,0.289018804908618,-1.341,0.44696978760944,0.301651981633846,0,0,0,-1.394,0.556599810937075,0.313574095747637
1.70107873721595E+018,-1.363,0.425399951997259,0.261641069710464,-1.254,0.497745670603548,0.116624693556495,-1.315,0.481680099908402,0.113002883184437,-0.834,0.285841267099808,-0.109112560173299,-1.435,0.373488463703032,-0.295935224413176,-1.252,0.535300225007458,0.116438689260551,-0.964,0.482574724687092,-0.117035267562435,-0.831,0.318098140224521,-0.102846231457629,-1.285,0.398028084264225,-0.434548499558405,0,0,0,0,0,0,-1.259,0.508629413658304,-0.41982333775947,0,0,0,0,0,0,-1.377,0.400569884650332,0.290283657446512,-1.341,0.450129360845222,0.298492408398064,0,0,0,-1.402,0.563097368269109,0.31207036284421
1.70107873725303E+018,-1.385,0.438792761609369,0.265864183088036,-1.25614152768796,0.494649339494679,0.112647944737812,-1.328,0.480184069374172,0.104733191400722,0,0,0,-1.459,0.372859766994002,-0.300884663706498,-1.25442290803331,0.540944549140143,0.116295143805521,-0.945446668358116,0.479666936669453,-0.107168959951672,-0.821,0.323942166978644,-0.0958054578167999,-1.28971094409285,0.376391432293914,-0.437946331778271,0,0,0,0,0,0,-1.25280049113377,0.51112121055921,-0.423303467668482,0,0,0,0,0,0,-1.379,0.404400791757622,0.290705274959143,-1.352,0.457007187828127,0.300940891986713,0,0,0,-1.40489072005286,0.567809080288541,0.31304061478691
1.70107873729837E+018,-1.357,0.429921861013656,0.260489311516581,-1.25890955401472,0.492107392778536,0.111043560156732,-1.323,0.469024658855891,0.091870213198755,-1.303,0.443514097713478,-0.145911699762266,-1.463,0.37388200076232,-0.301709570255385,-1.25071387539194,0.539392737966423,0.116164063751274,-0.914732603397596,0.465757397752093,-0.0896626209058056,-0.77,0.367316846639797,-0.0898540834579001,-1.29092412884991,0.384865382673638,-0.438889953408534,0,0,0,0,0,0,-1.25043492219938,0.509544556957096,-0.421894966644274,0,0,0,0,0,0,-1.374,0.406171834571163,0.289651231177565,-1.36,0.459711372371489,0.302721607323913,0,0,0,-1.41215536651023,0.571632276073181,0.313268932498456
1.70107873735656E+018,-1.37307631122667,0.437288273199648,0.386461551041094,-1.26836417484667,0.49229078969239,0.109625490395047,-1.347,0.474359332661228,0.0967105030588086,-1.31,0.442810218975478,-0.143609036077483,-1.463,0.37388200076232,-0.298262548895243,-1.24366380136377,0.536235913546086,0.11675654004851,-0.85066991132237,0.434321614998872,-0.0720750758226192,-0.77,0.35824573779732,-0.0735260875414407,-1.29196928688251,0.390573825431964,-0.437118305980547,0,0,0,0,0,0,-1.25598365386415,0.508581099145822,-0.421585155319917,0,0,0,0,0,0,-1.379,0.407649898015745,0.290705274959143,-1.36371172220771,0.465158294218426,0.302521364201102,0,0,0,-1.41695790035686,0.574042633434658,0.313624838891347
1.70107873741823E+018,-1.38208494530798,0.44082981386066,0.325336687377011,-1.27224032304339,0.491546938240795,0.108509449963407,-1.357,0.47468365991999,0.0974284726435065,-1.315,0.444500334315079,-0.141058848369938,-1.463,0.37388200076232,-0.294815527535102,-1.25289896961468,0.540052020655757,0.11974894386041,-0.809643210853182,0.412539952856839,-0.0552367434010677,-0.741380528881223,0.362508723752875,-0.060991355354151,-1.2923405238836,0.392459756240626,-0.434318462676366,0,0,0,0,0,0,-1.26093985158752,0.506496124056824,-0.418915474434634,0,0,0,0,0,0,-1.391,0.411197250282742,0.293234980034929,-1.37161409845697,0.470168905386103,0.304071025954077,0,0,0,-1.42073882318425,0.575756186382911,0.313042097438906
